regel_id,factuur_id,product_id,omschrijving,aantal,eenheidsprijs,btw_tarief,bedrag_excl_btw,bedrag_btw
6194,1787,27,Steiger huur (dag),13.1,85.0,0.21,1113.5,233.83
6195,1787,6,Stucwerk,17.2,35.0,0.21,602.0,126.42
6196,1787,14,Snoeien en onderhoud,10.9,60.0,0.21,654.0,137.34
6197,1788,2,Projectbegeleiding,1.5,85.0,0.21,127.5,26.77
6198,1788,6,Stucwerk,16.4,35.0,0.21,574.0,120.54
6199,1789,16,Bestrating,17.6,40.0,0.21,704.0,147.84
6200,1789,20,Materiaal verf (liter),4.0,8.5,0.21,34.0,7.14
6201,1789,2,Projectbegeleiding,5.5,85.0,0.21,467.5,98.17
6202,1790,16,Bestrating,16.7,40.0,0.21,668.0,140.28
6203,1790,8,Schuurwerk en voorbereiding,12.0,55.0,0.21,660.0,138.6
6204,1791,27,Steiger huur (dag),8.9,85.0,0.21,756.5,158.86
6205,1791,29,Cursus veiligheid op hoogte,3.4,250.0,0.21,850.0,178.5
6206,1791,8,Schuurwerk en voorbereiding,14.8,55.0,0.21,814.0,170.94
6207,1791,25,Houtbeschermingsproduct (liter),5.7,14.0,0.21,79.8,16.76
6208,1792,26,Kitten en afdichtmiddel (stuk),18.4,9.0,0.21,165.6,34.78
6209,1792,3,Uitvoering schilderwerk buiten,15.9,18.5,0.21,294.15,61.77
6210,1793,17,Autodetailing,1.5,120.0,0.21,180.0,37.8
6211,1793,26,Kitten en afdichtmiddel (stuk),10.6,9.0,0.21,95.4,20.03
6212,1793,25,Houtbeschermingsproduct (liter),1.6,14.0,0.21,22.4,4.7
6213,1793,18,APK-keuring begeleiding,11.7,35.0,0.21,409.5,85.99
6214,1793,2,Projectbegeleiding,6.0,85.0,0.21,510.0,107.1
6215,1793,20,Materiaal verf (liter),4.9,8.5,0.21,41.65,8.75
6216,1794,16,Bestrating,7.8,40.0,0.21,312.0,65.52
6217,1794,9,Gevelreiniging,3.6,8.0,0.21,28.8,6.05
6218,1795,8,Schuurwerk en voorbereiding,3.8,55.0,0.21,209.0,43.89
6219,1795,2,Projectbegeleiding,15.8,85.0,0.21,1343.0,282.03
6220,1795,13,Kleuradvies,12.8,65.0,0.21,832.0,174.72
6221,1796,27,Steiger huur (dag),14.3,85.0,0.21,1215.5,255.25
6222,1796,25,Houtbeschermingsproduct (liter),15.8,14.0,0.21,221.2,46.45
6223,1796,14,Snoeien en onderhoud,1.1,60.0,0.21,66.0,13.86
6224,1797,1,Advies en consultancy,19.0,95.0,0.21,1805.0,379.05
6225,1797,11,Grondverf aanbrengen,16.7,6.5,0.21,108.55,22.8
6226,1797,11,Grondverf aanbrengen,17.0,6.5,0.21,110.5,23.2
6227,1797,21,Materiaal grondverf (liter),11.9,6.0,0.21,71.4,14.99
6228,1797,13,Kleuradvies,15.1,65.0,0.21,981.5,206.11
6229,1797,30,Omzetbelasting correctie,19.2,0.0,0.09,0.0,0.0
6230,1798,5,Behangen,4.7,22.0,0.21,103.4,21.71
6231,1798,19,Kleine reparaties,3.3,65.0,0.21,214.5,45.05
6232,1798,23,Kwasten en rollers (set),2.7,18.0,0.21,48.6,10.21
6233,1798,9,Gevelreiniging,19.5,8.0,0.21,156.0,32.76
6234,1799,29,Cursus veiligheid op hoogte,16.0,250.0,0.21,4000.0,840.0
6235,1799,13,Kleuradvies,9.7,65.0,0.21,630.5,132.41
6236,1799,24,Afplakfolie (m²),17.5,2.5,0.21,43.75,9.19
6237,1800,27,Steiger huur (dag),8.8,85.0,0.21,748.0,157.08
6238,1800,15,Tuinaanleg,8.7,25.0,0.21,217.5,45.67
6239,1800,24,Afplakfolie (m²),4.5,2.5,0.21,11.25,2.36
6240,1800,7,Houtrot herstel,8.2,75.0,0.21,615.0,129.15
6241,1801,9,Gevelreiniging,4.7,8.0,0.21,37.6,7.9
6242,1801,22,Schuurpapier (set),5.8,12.0,0.21,69.6,14.62
6243,1801,5,Behangen,6.6,22.0,0.21,145.2,30.49
6244,1801,4,Uitvoering schilderwerk binnen,17.2,14.0,0.21,240.8,50.57
6245,1801,5,Behangen,9.2,22.0,0.21,202.4,42.5
6246,1801,4,Uitvoering schilderwerk binnen,10.5,14.0,0.21,147.0,30.87
6247,1802,10,Dakgoot behandeling,3.5,12.0,0.21,42.0,8.82
6248,1802,21,Materiaal grondverf (liter),3.0,6.0,0.21,18.0,3.78
6249,1802,23,Kwasten en rollers (set),16.1,18.0,0.21,289.8,60.86
6250,1802,27,Steiger huur (dag),10.1,85.0,0.21,858.5,180.28
6251,1802,17,Autodetailing,2.8,120.0,0.21,336.0,70.56
6252,1802,24,Afplakfolie (m²),17.6,2.5,0.21,44.0,9.24
6253,1803,22,Schuurpapier (set),4.4,12.0,0.21,52.8,11.09
6254,1804,7,Houtrot herstel,5.5,75.0,0.21,412.5,86.62
6255,1804,16,Bestrating,2.9,40.0,0.21,116.0,24.36
6256,1804,10,Dakgoot behandeling,7.0,12.0,0.21,84.0,17.64
6257,1804,24,Afplakfolie (m²),19.2,2.5,0.21,48.0,10.08
6258,1804,3,Uitvoering schilderwerk buiten,19.3,18.5,0.21,357.05,74.98
6259,1804,11,Grondverf aanbrengen,13.4,6.5,0.21,87.1,18.29
6260,1805,8,Schuurwerk en voorbereiding,18.7,55.0,0.21,1028.5,215.98
6261,1805,7,Houtrot herstel,15.4,75.0,0.21,1155.0,242.55
6262,1805,9,Gevelreiniging,9.5,8.0,0.21,76.0,15.96
6263,1805,3,Uitvoering schilderwerk buiten,14.3,18.5,0.21,264.55,55.56
6264,1806,19,Kleine reparaties,19.3,65.0,0.21,1254.5,263.44
6265,1806,23,Kwasten en rollers (set),13.8,18.0,0.21,248.4,52.16
6266,1806,2,Projectbegeleiding,8.6,85.0,0.21,731.0,153.51
6267,1806,18,APK-keuring begeleiding,3.5,35.0,0.21,122.5,25.72
6268,1806,21,Materiaal grondverf (liter),12.2,6.0,0.21,73.2,15.37
6269,1807,15,Tuinaanleg,3.3,25.0,0.21,82.5,17.32
6270,1807,18,APK-keuring begeleiding,8.9,35.0,0.21,311.5,65.41
6271,1807,22,Schuurpapier (set),19.6,12.0,0.21,235.2,49.39
6272,1808,20,Materiaal verf (liter),4.7,8.5,0.21,39.95,8.39
6273,1808,30,Omzetbelasting correctie,6.7,0.0,0.09,0.0,0.0
6274,1808,8,Schuurwerk en voorbereiding,14.9,55.0,0.21,819.5,172.09
6275,1808,11,Grondverf aanbrengen,2.9,6.5,0.21,18.85,3.96
6276,1808,7,Houtrot herstel,18.5,75.0,0.21,1387.5,291.38
6277,1809,14,Snoeien en onderhoud,2.9,60.0,0.21,174.0,36.54
6278,1810,16,Bestrating,2.5,40.0,0.21,100.0,21.0
6279,1810,16,Bestrating,14.3,40.0,0.21,572.0,120.12
6280,1810,16,Bestrating,1.1,40.0,0.21,44.0,9.24
6281,1810,20,Materiaal verf (liter),15.3,8.5,0.21,130.05,27.31
6282,1811,22,Schuurpapier (set),14.1,12.0,0.21,169.2,35.53
6283,1812,3,Uitvoering schilderwerk buiten,11.5,18.5,0.21,212.75,44.68
6284,1812,6,Stucwerk,12.6,35.0,0.21,441.0,92.61
6285,1812,3,Uitvoering schilderwerk buiten,12.7,18.5,0.21,234.95,49.34
6286,1813,11,Grondverf aanbrengen,15.1,6.5,0.21,98.15,20.61
6287,1813,30,Omzetbelasting correctie,11.6,0.0,0.09,0.0,0.0
6288,1813,23,Kwasten en rollers (set),5.9,18.0,0.21,106.2,22.3
6289,1813,9,Gevelreiniging,1.3,8.0,0.21,10.4,2.18
6290,1814,11,Grondverf aanbrengen,7.2,6.5,0.21,46.8,9.83
6291,1814,1,Advies en consultancy,5.9,95.0,0.21,560.5,117.7
6292,1814,27,Steiger huur (dag),3.0,85.0,0.21,255.0,53.55
6293,1814,4,Uitvoering schilderwerk binnen,6.6,14.0,0.21,92.4,19.4
6294,1815,12,Lakken kozijnen,9.4,45.0,0.21,423.0,88.83
6295,1815,27,Steiger huur (dag),12.2,85.0,0.21,1037.0,217.77
6296,1815,2,Projectbegeleiding,12.1,85.0,0.21,1028.5,215.98
6297,1816,17,Autodetailing,7.3,120.0,0.21,876.0,183.96
6298,1816,11,Grondverf aanbrengen,4.0,6.5,0.21,26.0,5.46
6299,1817,17,Autodetailing,5.1,120.0,0.21,612.0,128.52
6300,1817,27,Steiger huur (dag),17.3,85.0,0.21,1470.5,308.81
6301,1817,7,Houtrot herstel,18.7,75.0,0.21,1402.5,294.52
6302,1817,18,APK-keuring begeleiding,14.3,35.0,0.21,500.5,105.1
6303,1818,12,Lakken kozijnen,10.7,45.0,0.21,481.5,101.11
6304,1818,13,Kleuradvies,14.4,65.0,0.21,936.0,196.56
6305,1818,22,Schuurpapier (set),11.9,12.0,0.21,142.8,29.99
6306,1818,5,Behangen,7.3,22.0,0.21,160.6,33.73
6307,1818,21,Materiaal grondverf (liter),14.3,6.0,0.21,85.8,18.02
6308,1819,15,Tuinaanleg,16.4,25.0,0.21,410.0,86.1
6309,1820,20,Materiaal verf (liter),15.4,8.5,0.21,130.9,27.49
6310,1820,12,Lakken kozijnen,19.6,45.0,0.21,882.0,185.22
6311,1820,20,Materiaal verf (liter),6.1,8.5,0.21,51.85,10.89
6312,1821,9,Gevelreiniging,11.2,8.0,0.21,89.6,18.82
6313,1821,8,Schuurwerk en voorbereiding,15.9,55.0,0.21,874.5,183.64
6314,1821,2,Projectbegeleiding,12.5,85.0,0.21,1062.5,223.12
6315,1821,24,Afplakfolie (m²),9.8,2.5,0.21,24.5,5.14
6316,1821,5,Behangen,10.9,22.0,0.21,239.8,50.36
6317,1822,3,Uitvoering schilderwerk buiten,6.9,18.5,0.21,127.65,26.81
6318,1822,19,Kleine reparaties,14.4,65.0,0.21,936.0,196.56
6319,1823,19,Kleine reparaties,8.6,65.0,0.21,559.0,117.39
6320,1824,10,Dakgoot behandeling,1.4,12.0,0.21,16.8,3.53
6321,1825,13,Kleuradvies,18.7,65.0,0.21,1215.5,255.25
6322,1825,26,Kitten en afdichtmiddel (stuk),16.5,9.0,0.21,148.5,31.18
6323,1825,2,Projectbegeleiding,19.3,85.0,0.21,1640.5,344.5
6324,1825,26,Kitten en afdichtmiddel (stuk),19.3,9.0,0.21,173.7,36.48
6325,1826,1,Advies en consultancy,8.5,95.0,0.21,807.5,169.57
6326,1826,21,Materiaal grondverf (liter),7.7,6.0,0.21,46.2,9.7
6327,1826,27,Steiger huur (dag),19.4,85.0,0.21,1649.0,346.29
6328,1826,4,Uitvoering schilderwerk binnen,12.8,14.0,0.21,179.2,37.63
6329,1826,10,Dakgoot behandeling,1.4,12.0,0.21,16.8,3.53
6330,1827,24,Afplakfolie (m²),2.2,2.5,0.21,5.5,1.16
6331,1827,2,Projectbegeleiding,10.8,85.0,0.21,918.0,192.78
6332,1827,19,Kleine reparaties,3.9,65.0,0.21,253.5,53.23
6333,1827,2,Projectbegeleiding,12.2,85.0,0.21,1037.0,217.77
6334,1827,27,Steiger huur (dag),7.0,85.0,0.21,595.0,124.95
6335,1827,25,Houtbeschermingsproduct (liter),14.3,14.0,0.21,200.2,42.04
6336,1828,10,Dakgoot behandeling,9.4,12.0,0.21,112.8,23.69
6337,1829,11,Grondverf aanbrengen,3.4,6.5,0.21,22.1,4.64
6338,1829,16,Bestrating,10.6,40.0,0.21,424.0,89.04
6339,1829,23,Kwasten en rollers (set),12.7,18.0,0.21,228.6,48.01
6340,1830,10,Dakgoot behandeling,3.6,12.0,0.21,43.2,9.07
6341,1830,13,Kleuradvies,5.4,65.0,0.21,351.0,73.71
6342,1830,7,Houtrot herstel,16.6,75.0,0.21,1245.0,261.45
6343,1831,3,Uitvoering schilderwerk buiten,11.8,18.5,0.21,218.3,45.84
6344,1831,2,Projectbegeleiding,4.9,85.0,0.21,416.5,87.47
6345,1831,10,Dakgoot behandeling,11.7,12.0,0.21,140.4,29.48
6346,1832,22,Schuurpapier (set),15.6,12.0,0.21,187.2,39.31
6347,1832,9,Gevelreiniging,13.6,8.0,0.21,108.8,22.85
6348,1832,24,Afplakfolie (m²),6.0,2.5,0.21,15.0,3.15
6349,1832,19,Kleine reparaties,1.8,65.0,0.21,117.0,24.57
6350,1833,10,Dakgoot behandeling,14.6,12.0,0.21,175.2,36.79
6351,1833,21,Materiaal grondverf (liter),5.4,6.0,0.21,32.4,6.8
6352,1834,21,Materiaal grondverf (liter),17.2,6.0,0.21,103.2,21.67
6353,1835,17,Autodetailing,18.6,120.0,0.21,2232.0,468.72
6354,1836,26,Kitten en afdichtmiddel (stuk),19.0,9.0,0.21,171.0,35.91
6355,1836,2,Projectbegeleiding,3.9,85.0,0.21,331.5,69.61
6356,1836,28,Hoogwerker huur (dag),5.5,180.0,0.21,990.0,207.9
6357,1836,18,APK-keuring begeleiding,11.6,35.0,0.21,406.0,85.26
6358,1836,29,Cursus veiligheid op hoogte,8.6,250.0,0.21,2150.0,451.5
6359,1837,26,Kitten en afdichtmiddel (stuk),7.8,9.0,0.21,70.2,14.74
6360,1837,10,Dakgoot behandeling,6.1,12.0,0.21,73.2,15.37
6361,1838,6,Stucwerk,10.9,35.0,0.21,381.5,80.11
6362,1838,8,Schuurwerk en voorbereiding,12.2,55.0,0.21,671.0,140.91
6363,1838,19,Kleine reparaties,14.3,65.0,0.21,929.5,195.19
6364,1838,6,Stucwerk,6.8,35.0,0.21,238.0,49.98
6365,1838,1,Advies en consultancy,13.6,95.0,0.21,1292.0,271.32
6366,1838,8,Schuurwerk en voorbereiding,10.5,55.0,0.21,577.5,121.27
6367,1839,11,Grondverf aanbrengen,1.2,6.5,0.21,7.8,1.64
6368,1839,2,Projectbegeleiding,12.4,85.0,0.21,1054.0,221.34
6369,1839,1,Advies en consultancy,13.4,95.0,0.21,1273.0,267.33
6370,1840,19,Kleine reparaties,19.1,65.0,0.21,1241.5,260.71
6371,1840,26,Kitten en afdichtmiddel (stuk),18.9,9.0,0.21,170.1,35.72
6372,1841,15,Tuinaanleg,8.3,25.0,0.21,207.5,43.57
6373,1841,11,Grondverf aanbrengen,16.6,6.5,0.21,107.9,22.66
6374,1842,10,Dakgoot behandeling,12.0,12.0,0.21,144.0,30.24
6375,1842,13,Kleuradvies,10.9,65.0,0.21,708.5,148.78
6376,1842,19,Kleine reparaties,14.4,65.0,0.21,936.0,196.56
6377,1842,8,Schuurwerk en voorbereiding,19.3,55.0,0.21,1061.5,222.91
6378,1842,12,Lakken kozijnen,11.4,45.0,0.21,513.0,107.73
6379,1842,24,Afplakfolie (m²),7.3,2.5,0.21,18.25,3.83
6380,1843,28,Hoogwerker huur (dag),6.9,180.0,0.21,1242.0,260.82
6381,1843,20,Materiaal verf (liter),3.7,8.5,0.21,31.45,6.6
6382,1843,15,Tuinaanleg,6.1,25.0,0.21,152.5,32.02
6383,1843,12,Lakken kozijnen,3.0,45.0,0.21,135.0,28.35
6384,1843,24,Afplakfolie (m²),16.6,2.5,0.21,41.5,8.71
6385,1844,11,Grondverf aanbrengen,12.7,6.5,0.21,82.55,17.34
6386,1844,2,Projectbegeleiding,3.5,85.0,0.21,297.5,62.47
6387,1844,25,Houtbeschermingsproduct (liter),5.8,14.0,0.21,81.2,17.05
6388,1844,29,Cursus veiligheid op hoogte,12.9,250.0,0.21,3225.0,677.25
6389,1845,1,Advies en consultancy,14.1,95.0,0.21,1339.5,281.3
6390,1845,4,Uitvoering schilderwerk binnen,14.7,14.0,0.21,205.8,43.22
6391,1846,20,Materiaal verf (liter),7.5,8.5,0.21,63.75,13.39
6392,1846,27,Steiger huur (dag),9.5,85.0,0.21,807.5,169.57
6393,1847,25,Houtbeschermingsproduct (liter),12.5,14.0,0.21,175.0,36.75
6394,1847,25,Houtbeschermingsproduct (liter),18.6,14.0,0.21,260.4,54.68
6395,1847,21,Materiaal grondverf (liter),15.1,6.0,0.21,90.6,19.03
6396,1847,7,Houtrot herstel,14.3,75.0,0.21,1072.5,225.22
6397,1848,20,Materiaal verf (liter),4.3,8.5,0.21,36.55,7.68
6398,1848,29,Cursus veiligheid op hoogte,4.1,250.0,0.21,1025.0,215.25
6399,1848,10,Dakgoot behandeling,8.9,12.0,0.21,106.8,22.43
6400,1848,4,Uitvoering schilderwerk binnen,17.2,14.0,0.21,240.8,50.57
6401,1848,7,Houtrot herstel,6.8,75.0,0.21,510.0,107.1
6402,1849,6,Stucwerk,2.2,35.0,0.21,77.0,16.17
6403,1849,6,Stucwerk,12.4,35.0,0.21,434.0,91.14
6404,1849,24,Afplakfolie (m²),7.2,2.5,0.21,18.0,3.78
6405,1849,20,Materiaal verf (liter),1.6,8.5,0.21,13.6,2.86
6406,1850,14,Snoeien en onderhoud,17.1,60.0,0.21,1026.0,215.46
6407,1850,25,Houtbeschermingsproduct (liter),9.6,14.0,0.21,134.4,28.22
6408,1850,18,APK-keuring begeleiding,18.2,35.0,0.21,637.0,133.77
6409,1850,27,Steiger huur (dag),4.3,85.0,0.21,365.5,76.75
6410,1851,14,Snoeien en onderhoud,8.9,60.0,0.21,534.0,112.14
6411,1851,12,Lakken kozijnen,18.1,45.0,0.21,814.5,171.04
6412,1851,11,Grondverf aanbrengen,13.9,6.5,0.21,90.35,18.97
6413,1851,16,Bestrating,14.7,40.0,0.21,588.0,123.48
6414,1852,30,Omzetbelasting correctie,6.3,0.0,0.09,0.0,0.0
6415,1852,11,Grondverf aanbrengen,2.3,6.5,0.21,14.95,3.14
6416,1852,12,Lakken kozijnen,12.1,45.0,0.21,544.5,114.34
6417,1852,1,Advies en consultancy,6.9,95.0,0.21,655.5,137.66
6418,1853,9,Gevelreiniging,8.2,8.0,0.21,-65.6,-13.78
6419,1853,20,Materiaal verf (liter),10.5,8.5,0.21,-89.25,-18.74
6420,1853,12,Lakken kozijnen,1.9,45.0,0.21,-85.5,-17.95
6421,1853,24,Afplakfolie (m²),11.4,2.5,0.21,-28.5,-5.98
6422,1854,17,Autodetailing,14.4,120.0,0.21,1728.0,362.88
6423,1854,27,Steiger huur (dag),16.7,85.0,0.21,1419.5,298.09
6424,1855,21,Materiaal grondverf (liter),4.1,6.0,0.21,24.6,5.17
6425,1855,21,Materiaal grondverf (liter),12.7,6.0,0.21,76.2,16.0
6426,1855,6,Stucwerk,7.4,35.0,0.21,259.0,54.39
6427,1855,4,Uitvoering schilderwerk binnen,4.5,14.0,0.21,63.0,13.23
6428,1855,25,Houtbeschermingsproduct (liter),16.5,14.0,0.21,231.0,48.51
6429,1855,18,APK-keuring begeleiding,1.2,35.0,0.21,42.0,8.82
6430,1856,4,Uitvoering schilderwerk binnen,17.9,14.0,0.21,250.6,52.63
6431,1856,10,Dakgoot behandeling,10.7,12.0,0.21,128.4,26.96
6432,1856,9,Gevelreiniging,12.2,8.0,0.21,97.6,20.5
6433,1856,16,Bestrating,13.0,40.0,0.21,520.0,109.2
6434,1856,11,Grondverf aanbrengen,13.7,6.5,0.21,89.05,18.7
6435,1856,5,Behangen,13.8,22.0,0.21,303.6,63.76
6436,1857,18,APK-keuring begeleiding,6.9,35.0,0.21,241.5,50.71
6437,1857,29,Cursus veiligheid op hoogte,13.0,250.0,0.21,3250.0,682.5
6438,1857,28,Hoogwerker huur (dag),5.3,180.0,0.21,954.0,200.34
6439,1857,17,Autodetailing,17.4,120.0,0.21,2088.0,438.48
6440,1857,10,Dakgoot behandeling,11.8,12.0,0.21,141.6,29.74
6441,1857,21,Materiaal grondverf (liter),16.9,6.0,0.21,101.4,21.29
6442,1858,5,Behangen,11.5,22.0,0.21,253.0,53.13
6443,1858,16,Bestrating,13.4,40.0,0.21,536.0,112.56
6444,1859,15,Tuinaanleg,5.7,25.0,0.21,142.5,29.92
6445,1859,3,Uitvoering schilderwerk buiten,3.3,18.5,0.21,61.05,12.82
6446,1859,10,Dakgoot behandeling,18.0,12.0,0.21,216.0,45.36
6447,1859,14,Snoeien en onderhoud,5.5,60.0,0.21,330.0,69.3
6448,1859,14,Snoeien en onderhoud,17.2,60.0,0.21,1032.0,216.72
6449,1860,25,Houtbeschermingsproduct (liter),8.4,14.0,0.21,117.6,24.7
6450,1860,28,Hoogwerker huur (dag),2.9,180.0,0.21,522.0,109.62
6451,1860,21,Materiaal grondverf (liter),9.6,6.0,0.21,57.6,12.1
6452,1860,21,Materiaal grondverf (liter),19.3,6.0,0.21,115.8,24.32
6453,1860,2,Projectbegeleiding,1.5,85.0,0.21,127.5,26.77
6454,1861,12,Lakken kozijnen,12.4,45.0,0.21,558.0,117.18
6455,1861,9,Gevelreiniging,4.2,8.0,0.21,33.6,7.06
6456,1861,1,Advies en consultancy,14.6,95.0,0.21,1387.0,291.27
6457,1862,9,Gevelreiniging,11.8,8.0,0.21,94.4,19.82
6458,1862,27,Steiger huur (dag),9.8,85.0,0.21,833.0,174.93
6459,1862,15,Tuinaanleg,4.3,25.0,0.21,107.5,22.57
6460,1863,20,Materiaal verf (liter),1.9,8.5,0.21,16.15,3.39
6461,1864,13,Kleuradvies,13.5,65.0,0.21,877.5,184.28
6462,1864,1,Advies en consultancy,19.8,95.0,0.21,1881.0,395.01
6463,1864,22,Schuurpapier (set),8.6,12.0,0.21,103.2,21.67
6464,1864,30,Omzetbelasting correctie,13.7,0.0,0.09,0.0,0.0
6465,1864,19,Kleine reparaties,6.2,65.0,0.21,403.0,84.63
6466,1865,13,Kleuradvies,17.1,65.0,0.21,1111.5,233.41
6467,1865,11,Grondverf aanbrengen,19.6,6.5,0.21,127.4,26.75
6468,1866,20,Materiaal verf (liter),17.1,8.5,0.21,145.35,30.52
6469,1866,29,Cursus veiligheid op hoogte,3.6,250.0,0.21,900.0,189.0
6470,1866,20,Materiaal verf (liter),16.9,8.5,0.21,143.65,30.17
6471,1866,4,Uitvoering schilderwerk binnen,16.6,14.0,0.21,232.4,48.8
6472,1866,13,Kleuradvies,11.7,65.0,0.21,760.5,159.7
6473,1867,6,Stucwerk,10.4,35.0,0.21,364.0,76.44
6474,1867,4,Uitvoering schilderwerk binnen,1.4,14.0,0.21,19.6,4.12
6475,1867,6,Stucwerk,14.5,35.0,0.21,507.5,106.58
6476,1867,12,Lakken kozijnen,16.5,45.0,0.21,742.5,155.92
6477,1867,22,Schuurpapier (set),3.6,12.0,0.21,43.2,9.07
6478,1867,30,Omzetbelasting correctie,12.9,0.0,0.09,0.0,0.0
6479,1868,7,Houtrot herstel,14.4,75.0,0.21,1080.0,226.8
6480,1868,20,Materiaal verf (liter),6.0,8.5,0.21,51.0,10.71
6481,1868,7,Houtrot herstel,11.7,75.0,0.21,877.5,184.28
6482,1868,30,Omzetbelasting correctie,13.1,0.0,0.09,0.0,0.0
6483,1869,23,Kwasten en rollers (set),2.6,18.0,0.21,46.8,9.83
6484,1869,24,Afplakfolie (m²),11.3,2.5,0.21,28.25,5.93
6485,1869,16,Bestrating,17.9,40.0,0.21,716.0,150.36
6486,1869,17,Autodetailing,10.5,120.0,0.21,1260.0,264.6
6487,1869,1,Advies en consultancy,3.1,95.0,0.21,294.5,61.84
6488,1870,30,Omzetbelasting correctie,4.0,0.0,0.09,0.0,0.0
6489,1870,7,Houtrot herstel,2.8,75.0,0.21,210.0,44.1
6490,1870,8,Schuurwerk en voorbereiding,4.2,55.0,0.21,231.0,48.51
6491,1870,3,Uitvoering schilderwerk buiten,13.0,18.5,0.21,240.5,50.5
6492,1870,15,Tuinaanleg,1.2,25.0,0.21,30.0,6.3
6493,1870,15,Tuinaanleg,17.7,25.0,0.21,442.5,92.92
6494,1871,17,Autodetailing,10.2,120.0,0.21,1224.0,257.04
6495,1871,27,Steiger huur (dag),12.7,85.0,0.21,1079.5,226.69
6496,1871,2,Projectbegeleiding,17.0,85.0,0.21,1445.0,303.45
6497,1871,24,Afplakfolie (m²),2.3,2.5,0.21,5.75,1.21
6498,1871,22,Schuurpapier (set),19.0,12.0,0.21,228.0,47.88
6499,1871,6,Stucwerk,15.0,35.0,0.21,525.0,110.25
6500,1872,4,Uitvoering schilderwerk binnen,12.5,14.0,0.21,175.0,36.75
6501,1872,17,Autodetailing,15.7,120.0,0.21,1884.0,395.64
6502,1872,25,Houtbeschermingsproduct (liter),11.7,14.0,0.21,163.8,34.4
6503,1873,5,Behangen,13.7,22.0,0.21,301.4,63.29
6504,1873,11,Grondverf aanbrengen,19.8,6.5,0.21,128.7,27.03
6505,1873,19,Kleine reparaties,1.3,65.0,0.21,84.5,17.75
6506,1874,2,Projectbegeleiding,14.4,85.0,0.21,1224.0,257.04
6507,1874,18,APK-keuring begeleiding,16.2,35.0,0.21,567.0,119.07
6508,1874,21,Materiaal grondverf (liter),16.8,6.0,0.21,100.8,21.17
6509,1874,8,Schuurwerk en voorbereiding,17.2,55.0,0.21,946.0,198.66
6510,1875,24,Afplakfolie (m²),13.7,2.5,0.21,34.25,7.19
6511,1875,19,Kleine reparaties,4.2,65.0,0.21,273.0,57.33
6512,1875,23,Kwasten en rollers (set),16.3,18.0,0.21,293.4,61.61
6513,1876,25,Houtbeschermingsproduct (liter),4.1,14.0,0.21,57.4,12.05
6514,1876,3,Uitvoering schilderwerk buiten,12.9,18.5,0.21,238.65,50.12
6515,1877,6,Stucwerk,2.5,35.0,0.21,87.5,18.38
6516,1877,13,Kleuradvies,19.1,65.0,0.21,1241.5,260.71
6517,1877,1,Advies en consultancy,13.0,95.0,0.21,1235.0,259.35
6518,1877,14,Snoeien en onderhoud,4.1,60.0,0.21,246.0,51.66
6519,1878,14,Snoeien en onderhoud,6.4,60.0,0.21,384.0,80.64
6520,1878,21,Materiaal grondverf (liter),13.1,6.0,0.21,78.6,16.51
6521,1878,22,Schuurpapier (set),16.5,12.0,0.21,198.0,41.58
6522,1878,13,Kleuradvies,3.9,65.0,0.21,253.5,53.23
6523,1879,9,Gevelreiniging,18.6,8.0,0.21,148.8,31.25
6524,1879,13,Kleuradvies,11.3,65.0,0.21,734.5,154.25
6525,1879,23,Kwasten en rollers (set),19.6,18.0,0.21,352.8,74.09
6526,1880,27,Steiger huur (dag),16.7,85.0,0.21,-1419.5,-298.09
6527,1881,12,Lakken kozijnen,6.2,45.0,0.21,279.0,58.59
6528,1881,30,Omzetbelasting correctie,14.7,0.0,0.09,0.0,0.0
6529,1881,9,Gevelreiniging,15.0,8.0,0.21,120.0,25.2
6530,1882,16,Bestrating,5.8,40.0,0.21,232.0,48.72
6531,1882,27,Steiger huur (dag),6.8,85.0,0.21,578.0,121.38
6532,1882,5,Behangen,13.9,22.0,0.21,305.8,64.22
6533,1883,11,Grondverf aanbrengen,2.9,6.5,0.21,18.85,3.96
6534,1883,10,Dakgoot behandeling,6.7,12.0,0.21,80.4,16.88
6535,1883,10,Dakgoot behandeling,9.0,12.0,0.21,108.0,22.68
6536,1883,26,Kitten en afdichtmiddel (stuk),7.9,9.0,0.21,71.1,14.93
6537,1884,18,APK-keuring begeleiding,13.7,35.0,0.21,479.5,100.69
6538,1884,13,Kleuradvies,6.7,65.0,0.21,435.5,91.45
6539,1884,11,Grondverf aanbrengen,17.4,6.5,0.21,113.1,23.75
6540,1884,29,Cursus veiligheid op hoogte,11.6,250.0,0.21,2900.0,609.0
6541,1884,8,Schuurwerk en voorbereiding,18.0,55.0,0.21,990.0,207.9
6542,1885,25,Houtbeschermingsproduct (liter),9.3,14.0,0.21,130.2,27.34
6543,1885,20,Materiaal verf (liter),12.7,8.5,0.21,107.95,22.67
6544,1886,25,Houtbeschermingsproduct (liter),19.9,14.0,0.21,278.6,58.51
6545,1886,24,Afplakfolie (m²),3.3,2.5,0.21,8.25,1.73
6546,1886,12,Lakken kozijnen,5.8,45.0,0.21,261.0,54.81
6547,1886,5,Behangen,4.1,22.0,0.21,90.2,18.94
6548,1886,4,Uitvoering schilderwerk binnen,4.1,14.0,0.21,57.4,12.05
6549,1886,11,Grondverf aanbrengen,19.4,6.5,0.21,126.1,26.48
