factuur_id,factuurnummer,klant_id,project_id,datum,vervaldatum,bedrag_excl_btw,bedrag_btw,bedrag_incl_btw,status,is_creditfactuur
1903,F2025-01903,5,143,2025-02-24,2025-03-10,4656.9,977.95,5634.85,Betaald,0
1904,F2024-01904,49,24,2024-03-31,2024-05-15,925.35,194.33,1119.68,Betaald,0
1905,F2024-01905,21,,2024-02-22,2024-04-07,2652.0,556.92,3208.92,Betaald,0
1906,F2025-01906,10,4,2025-10-06,2025-11-20,712.8,149.69,862.49,Betaald,0
1907,F2025-01907,47,,2025-05-24,2025-07-08,263.2,55.27,318.47,Betaald,0
1908,F2024-01908,6,,2024-01-23,2024-03-23,731.95,153.71,885.66,Achterstallig,0
1909,F2025-01909,78,82,2025-01-28,2025-03-29,1627.0,341.67,1968.67,Betaald,0
1910,F2023-01910,79,141,2023-05-05,2023-06-19,1956.0,410.76,2366.76,Betaald,0
1911,F2025-01911,46,,2025-10-26,2025-11-25,1122.0,235.61,1357.61,Betaald,0
1912,F2024-01912,18,,2024-12-16,2025-01-30,4869.4,1022.56,5891.96,Betaald,0
1913,F2023-01913,42,,2023-05-07,2023-05-21,4377.4,919.25,5296.65,Betaald,0
1914,F2025-01914,43,,2025-12-21,2026-01-04,-1960.2,-411.64,-2371.84,Gecrediteerd,1
1915,F2024-01915,78,,2024-03-31,2024-05-30,1525.1,320.27,1845.37,Betaald,0
1916,F2025-01916,28,3,2025-06-18,2025-08-02,1504.95,316.05,1821.0,Betaald,0
1917,F2024-01917,47,63,2024-02-22,2024-04-07,559.4,117.47,676.87,Achterstallig,0
1918,F2025-01918,80,74,2025-09-14,2025-11-13,25.2,5.29,30.49,Betaald,0
1919,F2025-01919,2,40,2025-03-04,2025-03-18,2215.95,465.34,2681.29,Betaald,0
1920,F2025-01920,80,118,2025-07-30,2025-09-28,3165.5,664.76,3830.26,Betaald,0
1921,F2023-01921,79,13,2023-12-13,2024-01-27,110.5,23.2,133.7,Betaald,0
1922,F2024-01922,61,119,2024-08-21,2024-10-05,199.8,41.96,241.76,Betaald,0
1923,F2023-01923,49,1,2023-05-27,2023-07-11,2438.9,512.16,2951.06,Betaald,0
1924,F2023-01924,15,56,2023-12-13,2023-12-27,3811.0,800.3,4611.3,Achterstallig,0
1925,F2026-01925,49,29,2026-03-05,2026-04-19,74.7,15.69,90.39,Betaald,0
1926,F2023-01926,62,,2023-05-13,2023-07-12,632.4,132.81,765.21,Betaald,0
1927,F2023-01927,20,66,2023-11-07,2024-01-06,1222.0,256.62,1478.62,Betaald,0
1928,F2025-01928,56,125,2025-07-02,2025-08-01,2862.0,601.02,3463.02,Betaald,0
1929,F2025-01929,77,41,2025-03-10,2025-03-24,3109.4,652.98,3762.38,Betaald,0
1930,F2024-01930,60,,2024-12-08,2025-02-06,1050.0,220.5,1270.5,Betaald,0
1931,F2024-01931,54,59,2024-03-16,2024-03-30,117.6,24.7,142.3,Betaald,0
1932,F2023-01932,64,,2023-09-13,2023-10-13,546.0,114.65,660.65,Betaald,0
1933,F2024-01933,2,116,2024-04-26,2024-05-10,2383.1,500.45,2883.55,Betaald,0
1934,F2024-01934,64,77,2024-02-04,2024-03-05,3619.0,759.98,4378.98,Betaald,0
1935,F2025-01935,78,18,2025-06-08,2025-08-07,1395.45,293.03,1688.48,Betaald,0
1936,F2025-01936,45,,2025-08-16,2025-09-30,354.6,74.47,429.07,Betaald,0
1937,F2025-01937,60,45,2025-10-25,2025-12-24,756.7,158.9,915.6,Achterstallig,0
1938,F2025-01938,33,79,2025-12-30,2026-01-29,4894.25,1027.8,5922.05,Betaald,0
1939,F2024-01939,39,145,2024-04-23,2024-06-22,1827.5,383.77,2211.27,Achterstallig,0
1940,F2024-01940,18,,2024-05-24,2024-07-08,2768.05,581.29,3349.34,Betaald,0
1941,F2023-01941,39,,2023-11-01,2023-12-31,1250.5,262.6,1513.1,Betaald,0
1942,F2023-01942,51,94,2023-05-30,2023-06-13,2059.3,432.44,2491.74,Betaald,0
1943,F2024-01943,9,141,2024-12-25,2025-01-24,109.2,22.93,132.13,Betaald,0
1944,F2026-01944,5,115,2026-03-27,2026-04-10,2903.25,609.68,3512.93,Betaald,0
1945,F2023-01945,12,68,2023-05-08,2023-05-22,482.9,101.4,584.3,Achterstallig,0
1946,F2024-01946,49,115,2024-11-18,2025-01-02,3079.0,646.59,3725.59,Betaald,0
1947,F2024-01947,12,118,2024-09-25,2024-10-09,7389.5,1551.79,8941.29,Betaald,0
1948,F2024-01948,35,,2024-01-16,2024-03-16,411.8,86.48,498.28,Achterstallig,0
1949,F2025-01949,33,51,2025-02-20,2025-03-22,7338.4,1541.06,8879.46,Betaald,0
1950,F2023-01950,40,122,2023-04-15,2023-06-14,2917.0,612.57,3529.57,Betaald,0
1951,F2024-01951,21,145,2024-09-17,2024-11-01,1627.8,341.85,1969.65,Betaald,0
1952,F2023-01952,2,103,2023-08-19,2023-09-02,217.0,45.57,262.57,Betaald,0
1953,F2024-01953,42,9,2024-07-26,2024-08-09,2769.4,581.57,3350.97,Betaald,0
1954,F2023-01954,5,51,2023-09-19,2023-10-03,2708.1,568.69,3276.79,Betaald,0
1955,F2023-01955,46,126,2023-11-20,2023-12-20,72.8,15.29,88.09,Betaald,0
1956,F2024-01956,57,53,2024-12-19,2025-01-18,1552.8,326.09,1878.89,Betaald,0
1957,F2025-01957,44,142,2025-05-28,2025-07-12,3342.95,702.02,4044.97,Betaald,0
1958,F2023-01958,11,,2023-04-26,2023-06-10,968.4,203.37,1171.77,Betaald,0
1959,F2025-01959,79,52,2025-05-19,2025-07-03,156.0,32.76,188.76,Betaald,0
1960,F2023-01960,79,137,2023-10-17,2023-12-01,876.0,183.96,1059.96,Betaald,0
1961,F2023-01961,46,27,2023-03-15,2023-04-14,4887.0,1026.26,5913.26,Betaald,0
1962,F2023-01962,13,139,2023-06-21,2023-08-05,811.1,170.33,981.43,Betaald,0
1963,F2025-01963,32,95,2025-04-17,2025-06-16,2550.35,535.58,3085.93,Betaald,0
1964,F2025-01964,66,131,2025-06-15,2025-06-29,1004.4,210.92,1215.32,Betaald,0
1965,F2025-01965,44,75,2025-07-12,2025-08-26,107.4,22.55,129.95,Achterstallig,0
1966,F2023-01966,45,63,2023-07-25,2023-09-08,294.2,61.78,355.98,Betaald,0
1967,F2023-01967,26,119,2023-03-23,2023-04-22,5908.0,1240.67,7148.67,Betaald,0
1968,F2026-01968,50,132,2026-03-24,2026-04-23,1061.9,222.99,1284.89,Betaald,0
1969,F2025-01969,18,70,2025-02-28,2025-04-14,87.0,18.27,105.27,Betaald,0
1970,F2024-01970,34,132,2024-02-05,2024-03-21,196.25,41.22,237.47,Betaald,0
1971,F2023-01971,20,100,2023-01-16,2023-03-17,3284.7,689.78,3974.48,Betaald,0
1972,F2025-01972,14,25,2025-12-30,2026-02-28,2604.95,547.03,3151.98,Betaald,0
1973,F2025-01973,5,82,2025-11-30,2025-12-14,960.85,201.78,1162.63,Betaald,0
1974,F2023-01974,44,20,2023-06-14,2023-07-29,544.55,114.35,658.9,Achterstallig,0
1975,F2024-01975,73,126,2024-05-18,2024-07-17,3621.35,760.49,4381.84,Betaald,0
1976,F2023-01976,44,117,2023-08-14,2023-09-28,149.7,31.44,181.14,Betaald,0
1977,F2023-01977,69,,2023-07-10,2023-08-09,105.3,22.12,127.42,Betaald,0
1978,F2025-01978,2,130,2025-08-27,2025-09-10,1184.95,248.84,1433.79,Betaald,0
1979,F2024-01979,63,46,2024-03-21,2024-04-04,47.6,10.0,57.6,Betaald,0
1980,F2025-01980,70,11,2025-09-29,2025-11-28,1089.75,228.84,1318.59,Betaald,0
1981,F2025-01981,70,145,2025-05-01,2025-06-30,3261.9,685.0,3946.9,Betaald,0
1982,F2024-01982,44,64,2024-05-03,2024-06-17,4024.3,845.1,4869.4,Achterstallig,0
1983,F2025-01983,79,108,2025-07-01,2025-08-15,2532.6,531.85,3064.45,Betaald,0
1984,F2024-01984,78,125,2024-04-22,2024-06-21,261.8,54.97,316.77,Betaald,0
1985,F2025-01985,15,4,2025-11-30,2025-12-14,234.4,49.23,283.63,Betaald,0
1986,F2025-01986,24,125,2025-09-04,2025-10-04,541.8,113.78,655.58,Achterstallig,0
1987,F2023-01987,28,102,2023-06-13,2023-07-28,4695.0,985.95,5680.95,Betaald,0
1988,F2025-01988,80,78,2025-08-14,2025-10-13,2283.05,479.44,2762.49,Betaald,0
1989,F2023-01989,11,118,2023-07-22,2023-09-05,1617.05,339.58,1956.63,Betaald,0
1990,F2023-01990,46,,2023-07-17,2023-08-16,-5483.1,-1151.45,-6634.55,Gecrediteerd,1
1991,F2026-01991,78,6,2026-03-16,2026-05-15,727.2,152.71,879.91,Openstaand,0
1992,F2024-01992,7,25,2024-10-10,2024-11-24,568.3,119.34,687.64,Betaald,0
1993,F2023-01993,44,96,2023-12-31,2024-02-14,3179.6,667.71,3847.31,Achterstallig,0
1994,F2024-01994,70,,2024-07-07,2024-09-05,1914.95,402.13,2317.08,Betaald,0
1995,F2025-01995,53,51,2025-10-02,2025-11-16,1268.1,266.3,1534.4,Achterstallig,0
1996,F2024-01996,16,,2024-12-06,2025-01-20,4616.6,969.49,5586.09,Betaald,0
1997,F2023-01997,7,11,2023-03-07,2023-04-21,3344.0,702.23,4046.23,Betaald,0
1998,F2024-01998,52,126,2024-05-30,2024-06-13,1080.6,226.92,1307.52,Achterstallig,0
1999,F2023-01999,51,,2023-11-29,2023-12-13,400.95,84.19,485.14,Achterstallig,0
2000,F2023-02000,79,,2023-12-30,2024-02-13,491.2,103.15,594.35,Achterstallig,0
2001,F2023-02001,44,146,2023-02-10,2023-03-27,1476.65,310.1,1786.75,Betaald,0
2002,F2024-02002,54,44,2024-10-15,2024-10-29,816.35,171.44,987.79,Betaald,0
2003,F2024-02003,21,115,2024-03-14,2024-04-28,1756.85,368.93,2125.78,Betaald,0
2004,F2025-02004,12,1,2025-10-05,2025-10-19,5819.8,1222.16,7041.96,Achterstallig,0
2005,F2025-02005,24,,2025-06-25,2025-07-25,1852.5,389.02,2241.52,Betaald,0
2006,F2024-02006,54,,2024-08-10,2024-08-24,4357.25,915.02,5272.27,Betaald,0
2007,F2024-02007,35,149,2024-02-01,2024-04-01,3653.0,767.13,4420.13,Betaald,0
2008,F2025-02008,61,,2025-01-21,2025-03-07,4101.0,861.21,4962.21,Betaald,0
2009,F2024-02009,19,53,2024-06-17,2024-07-17,0.0,0.0,0.0,Betaald,0
2010,F2023-02010,20,5,2023-12-21,2024-02-19,653.6,137.26,790.86,Betaald,0
2011,F2024-02011,36,114,2024-10-07,2024-12-06,343.1,72.05,415.15,Achterstallig,0
2012,F2023-02012,55,126,2023-12-30,2024-01-13,1287.8,270.43,1558.23,Betaald,0
2013,F2024-02013,33,,2024-10-09,2024-11-08,1941.4,407.7,2349.1,Betaald,0
2014,F2024-02014,79,51,2024-02-20,2024-04-05,2112.4,443.6,2556.0,Betaald,0
2015,F2026-02015,27,138,2026-02-15,2026-03-01,0.0,0.0,0.0,Betaald,0
2016,F2024-02016,19,61,2024-05-25,2024-06-24,2472.0,519.1,2991.1,Betaald,0
2017,F2025-02017,77,54,2025-04-07,2025-04-21,1792.75,376.48,2169.23,Betaald,0
2018,F2025-02018,20,137,2025-04-16,2025-06-15,525.0,110.25,635.25,Betaald,0
2019,F2025-02019,69,59,2025-04-26,2025-05-26,3296.35,692.23,3988.58,Betaald,0
2020,F2023-02020,28,72,2023-03-09,2023-04-23,109.2,22.93,132.13,Achterstallig,0
2021,F2025-02021,18,62,2025-03-05,2025-04-19,337.6,70.9,408.5,Betaald,0
2022,F2026-02022,68,138,2026-01-03,2026-02-17,1452.8,305.08,1757.88,Achterstallig,0
2023,F2024-02023,24,,2024-06-25,2024-07-25,2979.7,625.74,3605.44,Betaald,0
2024,F2024-02024,66,,2024-12-27,2025-01-10,1140.0,239.4,1379.4,Betaald,0
2025,F2026-02025,56,69,2026-03-10,2026-04-09,2143.05,450.05,2593.1,Betaald,0
2026,F2024-02026,48,83,2024-07-13,2024-08-12,1204.45,252.93,1457.38,Betaald,0
2027,F2026-02027,64,37,2026-03-21,2026-04-20,537.5,112.88,650.38,Achterstallig,0
2028,F2024-02028,11,9,2024-10-25,2024-12-09,228.8,48.05,276.85,Betaald,0
2029,F2025-02029,61,,2025-05-09,2025-06-23,3419.9,718.17,4138.07,Betaald,0
2030,F2023-02030,49,19,2023-01-21,2023-03-07,1161.3,243.87,1405.17,Betaald,0
2031,F2023-02031,52,89,2023-06-15,2023-06-29,5926.2,1244.49,7170.69,Betaald,0
2032,F2023-02032,17,,2023-07-16,2023-07-30,1167.05,245.08,1412.13,Betaald,0
2033,F2023-02033,27,112,2023-04-17,2023-05-01,1875.3,393.81,2269.11,Betaald,0
2034,F2023-02034,53,36,2023-08-18,2023-10-02,6303.6,1323.76,7627.36,Betaald,0
2035,F2025-02035,30,34,2025-12-22,2026-02-05,3834.7,805.28,4639.98,Achterstallig,0
2036,F2023-02036,31,74,2023-01-16,2023-03-17,166.5,34.96,201.46,Betaald,0
2037,F2023-02037,50,28,2023-04-17,2023-05-17,2536.9,532.74,3069.64,Betaald,0
2038,F2026-02038,9,4,2026-01-27,2026-02-26,4655.5,977.66,5633.16,Achterstallig,0
2039,F2025-02039,7,136,2025-02-02,2025-03-19,2526.0,530.45,3056.45,Betaald,0
2040,F2024-02040,75,28,2024-09-24,2024-10-08,2017.5,423.67,2441.17,Betaald,0
2041,F2025-02041,7,97,2025-05-04,2025-06-18,2322.5,487.73,2810.23,Betaald,0
2042,F2024-02042,55,,2024-11-06,2024-11-20,2315.0,486.14,2801.14,Betaald,0
2043,F2025-02043,40,146,2025-09-25,2025-11-24,1866.75,392.02,2258.77,Betaald,0
2044,F2023-02044,16,70,2023-02-25,2023-04-11,818.35,171.86,990.21,Betaald,0
2045,F2023-02045,7,35,2023-09-25,2023-11-09,496.2,104.2,600.4,Betaald,0
2046,F2026-02046,1,,2026-01-05,2026-02-19,857.8,180.13,1037.93,Betaald,0
2047,F2025-02047,24,94,2025-11-20,2025-12-20,5241.05,1100.62,6341.67,Betaald,0
2048,F2023-02048,6,143,2023-03-06,2023-05-05,5361.05,1125.81,6486.86,Betaald,0
2049,F2024-02049,35,,2024-03-28,2024-05-27,1402.9,294.59,1697.49,Betaald,0
2050,F2025-02050,68,30,2025-11-30,2026-01-14,551.55,115.83,667.38,Betaald,0
2051,F2023-02051,5,94,2023-01-08,2023-01-22,1470.6,308.83,1779.43,Achterstallig,0
2052,F2024-02052,43,103,2024-04-26,2024-05-10,1112.0,233.52,1345.52,Betaald,0
2053,F2023-02053,80,73,2023-04-04,2023-06-03,1091.5,229.21,1320.71,Betaald,0
2054,F2024-02054,55,28,2024-07-05,2024-07-19,1160.7,243.74,1404.44,Achterstallig,0
2055,F2024-02055,48,22,2024-02-28,2024-03-29,1915.5,402.26,2317.76,Betaald,0
2056,F2025-02056,25,29,2025-07-01,2025-08-15,2421.85,508.59,2930.44,Betaald,0
2057,F2024-02057,67,81,2024-07-13,2024-08-27,637.9,133.97,771.87,Betaald,0
2058,F2025-02058,45,147,2025-04-14,2025-05-29,221.0,46.41,267.41,Achterstallig,0
2059,F2024-02059,38,130,2024-06-21,2024-07-05,59.5,12.49,71.99,Betaald,0
2060,F2024-02060,17,,2024-08-15,2024-08-29,3831.25,804.56,4635.81,Achterstallig,0
2061,F2024-02061,49,79,2024-05-30,2024-07-14,2829.0,594.09,3423.09,Betaald,0
2062,F2023-02062,79,,2023-07-15,2023-08-29,910.0,191.1,1101.1,Betaald,0
2063,F2024-02063,61,133,2024-04-11,2024-05-26,1735.3,364.41,2099.71,Betaald,0
2064,F2025-02064,1,27,2025-09-24,2025-11-08,2166.3,454.91,2621.21,Betaald,0
2065,F2023-02065,71,101,2023-03-16,2023-05-15,4881.75,1025.16,5906.91,Achterstallig,0
2066,F2026-02066,49,120,2026-01-12,2026-02-26,4229.8,888.25,5118.05,Betaald,0
2067,F2023-02067,31,1,2023-02-14,2023-04-15,866.35,181.93,1048.28,Betaald,0
2068,F2024-02068,30,97,2024-03-08,2024-04-22,538.2,113.02,651.22,Betaald,0
2069,F2025-02069,29,68,2025-05-23,2025-06-22,1568.3,329.34,1897.64,Betaald,0
2070,F2024-02070,60,37,2024-04-23,2024-06-22,1143.6,240.16,1383.76,Betaald,0
2071,F2024-02071,45,49,2024-03-04,2024-04-18,2460.5,516.7,2977.2,Betaald,0
2072,F2023-02072,54,,2023-05-02,2023-05-16,2069.25,434.55,2503.8,Betaald,0
2073,F2023-02073,12,,2023-05-22,2023-06-05,7829.5,1644.19,9473.69,Achterstallig,0
2074,F2025-02074,6,,2025-04-25,2025-06-24,1810.6,380.22,2190.82,Betaald,0
2075,F2025-02075,39,43,2025-01-22,2025-03-23,266.3,55.92,322.22,Betaald,0
2076,F2025-02076,35,81,2025-06-30,2025-08-29,378.0,79.38,457.38,Betaald,0
2077,F2025-02077,43,126,2025-06-11,2025-06-25,863.7,181.38,1045.08,Betaald,0
2078,F2025-02078,67,68,2025-10-06,2025-11-20,150.7,31.65,182.35,Betaald,0
2079,F2025-02079,43,60,2025-07-18,2025-08-01,3034.3,637.21,3671.51,Betaald,0
2080,F2023-02080,44,126,2023-12-21,2024-02-04,310.2,65.14,375.34,Achterstallig,0
2081,F2025-02081,3,145,2025-06-04,2025-06-18,3123.2,655.87,3779.07,Betaald,0
2082,F2023-02082,28,,2023-02-11,2023-03-28,3441.2,722.65,4163.85,Betaald,0
2083,F2023-02083,34,60,2023-09-17,2023-11-01,2268.7,476.42,2745.12,Betaald,0
2084,F2026-02084,63,129,2026-01-18,2026-02-01,235.2,49.39,284.59,Betaald,0
2085,F2023-02085,78,77,2023-07-25,2023-09-23,1617.0,339.57,1956.57,Betaald,0
2086,F2023-02086,54,145,2023-03-25,2023-04-08,5574.6,1170.66,6745.26,Betaald,0
2087,F2026-02087,59,42,2026-02-19,2026-03-21,3089.9,648.87,3738.77,Betaald,0
2088,F2023-02088,78,124,2023-06-10,2023-08-09,6309.5,1325.0,7634.5,Betaald,0
2089,F2026-02089,38,,2026-02-24,2026-03-10,535.7,112.49,648.19,Betaald,0
2090,F2024-02090,47,,2024-11-20,2025-01-04,3135.0,658.35,3793.35,Betaald,0
2091,F2025-02091,22,103,2025-08-27,2025-09-26,1659.1,348.41,2007.51,Betaald,0
2092,F2023-02092,50,104,2023-11-27,2023-12-27,3253.1,683.15,3936.25,Betaald,0
2093,F2024-02093,47,88,2024-08-17,2024-10-01,1325.3,278.31,1603.61,Achterstallig,0
2094,F2025-02094,19,143,2025-08-02,2025-09-01,1825.85,383.43,2209.28,Achterstallig,0
2095,F2023-02095,25,86,2023-07-24,2023-09-07,655.25,137.6,792.85,Achterstallig,0
2096,F2025-02096,71,2,2025-06-06,2025-08-05,3934.2,826.18,4760.38,Betaald,0
2097,F2023-02097,41,27,2023-09-12,2023-10-27,3019.0,633.99,3652.99,Betaald,0
2098,F2023-02098,35,57,2023-11-27,2024-01-26,733.9,154.12,888.02,Betaald,0
2099,F2024-02099,23,102,2024-08-07,2024-08-21,1170.0,245.7,1415.7,Achterstallig,0
2100,F2023-02100,69,71,2023-06-21,2023-07-21,621.0,130.41,751.41,Betaald,0
2101,F2024-02101,44,,2024-01-16,2024-03-01,3719.9,781.17,4501.07,Betaald,0
2102,F2024-02102,16,,2024-06-15,2024-07-30,3164.4,664.52,3828.92,Betaald,0
2103,F2024-02103,13,88,2024-10-13,2024-11-27,3443.2,723.06,4166.26,Betaald,0
2104,F2025-02104,60,47,2025-09-07,2025-11-06,924.9,194.22,1119.12,Betaald,0
2105,F2024-02105,1,98,2024-02-13,2024-03-29,1683.3,353.49,2036.79,Achterstallig,0
2106,F2023-02106,46,75,2023-07-07,2023-08-06,1498.1,314.6,1812.7,Betaald,0
2107,F2024-02107,27,20,2024-09-29,2024-10-13,1960.05,411.61,2371.66,Betaald,0
2108,F2024-02108,52,,2024-09-18,2024-10-02,16.9,3.55,20.45,Betaald,0
2109,F2023-02109,28,80,2023-10-13,2023-11-27,956.95,200.95,1157.9,Betaald,0
2110,F2024-02110,59,,2024-10-07,2024-11-06,343.5,72.13,415.63,Betaald,0
2111,F2025-02111,1,20,2025-06-06,2025-07-21,351.4,73.79,425.19,Betaald,0
2112,F2023-02112,2,6,2023-08-08,2023-08-22,117.8,24.74,142.54,Betaald,0
2113,F2025-02113,49,,2025-03-23,2025-05-07,1311.3,275.37,1586.67,Betaald,0
2114,F2024-02114,37,124,2024-02-20,2024-04-20,2157.1,452.99,2610.09,Betaald,0
2115,F2024-02115,27,144,2024-03-27,2024-04-10,1208.1,253.7,1461.8,Betaald,0
2116,F2024-02116,10,25,2024-08-30,2024-10-14,2263.75,475.38,2739.13,Betaald,0
2117,F2023-02117,51,48,2023-03-01,2023-03-15,1258.25,264.23,1522.48,Betaald,0
2118,F2025-02118,73,95,2025-02-17,2025-04-18,2702.65,567.55,3270.2,Betaald,0
2119,F2023-02119,73,,2023-01-31,2023-04-01,780.0,163.8,943.8,Betaald,0
2120,F2023-02120,24,36,2023-04-11,2023-05-11,3612.0,758.52,4370.52,Betaald,0
2121,F2026-02121,18,,2026-04-28,2026-06-12,97.5,20.47,117.97,Openstaand,0
2122,F2024-02122,27,57,2024-05-11,2024-05-25,828.1,173.91,1002.01,Betaald,0
2123,F2026-02123,80,63,2026-04-08,2026-06-07,3738.0,784.98,4522.98,Openstaand,0
2124,F2026-02124,1,99,2026-02-03,2026-03-20,290.85,61.07,351.92,Betaald,0
2125,F2025-02125,3,143,2025-02-21,2025-03-07,1982.95,416.43,2399.38,Betaald,0
2126,F2024-02126,35,31,2024-05-01,2024-06-30,1132.4,237.8,1370.2,Betaald,0
2127,F2025-02127,76,87,2025-04-20,2025-06-04,382.5,80.33,462.83,Betaald,0
2128,F2024-02128,37,,2024-08-02,2024-10-01,1481.3,311.07,1792.37,Betaald,0
2129,F2025-02129,15,55,2025-04-18,2025-05-02,6958.6,1461.3,8419.9,Betaald,0
2130,F2023-02130,65,82,2023-08-01,2023-08-15,778.75,163.54,942.29,Betaald,0
2131,F2023-02131,35,137,2023-09-08,2023-11-07,994.8,208.91,1203.71,Betaald,0
2132,F2025-02132,16,,2025-04-22,2025-06-06,1869.9,392.68,2262.58,Betaald,0
2133,F2024-02133,13,,2024-11-24,2025-01-08,3903.1,819.66,4722.76,Betaald,0
2134,F2024-02134,32,102,2024-11-22,2025-01-21,1228.8,258.03,1486.83,Betaald,0
2135,F2025-02135,52,37,2025-10-11,2025-10-25,2971.0,623.91,3594.91,Betaald,0
2136,F2026-02136,12,137,2026-01-21,2026-02-04,2476.0,519.96,2995.96,Achterstallig,0
2137,F2023-02137,12,,2023-01-26,2023-02-09,2625.4,551.33,3176.73,Achterstallig,0
2138,F2023-02138,66,,2023-12-20,2024-01-03,1275.0,267.75,1542.75,Betaald,0
2139,F2024-02139,38,76,2024-09-25,2024-10-09,376.8,79.13,455.93,Betaald,0
2140,F2026-02140,12,58,2026-04-24,2026-05-08,563.9,118.41,682.31,Betaald,0
2141,F2023-02141,26,100,2023-03-31,2023-04-30,1261.95,265.01,1526.96,Betaald,0
2142,F2023-02142,69,,2023-10-05,2023-11-04,5015.8,1053.32,6069.12,Betaald,0
2143,F2024-02143,29,84,2024-07-29,2024-08-28,229.7,48.24,277.94,Betaald,0
2144,F2024-02144,53,7,2024-02-06,2024-03-22,2280.7,478.94,2759.64,Betaald,0
2145,F2025-02145,9,,2025-06-17,2025-07-17,1591.7,334.26,1925.96,Betaald,0
2146,F2024-02146,28,14,2024-12-09,2025-01-23,3590.6,754.03,4344.63,Betaald,0
2147,F2025-02147,41,72,2025-03-06,2025-04-20,109.2,22.93,132.13,Betaald,0
2148,F2024-02148,13,,2024-11-17,2025-01-01,307.1,64.49,371.59,Betaald,0
2149,F2025-02149,14,87,2025-12-05,2026-02-03,6463.2,1357.26,7820.46,Betaald,0
2150,F2025-02150,45,61,2025-07-31,2025-09-14,929.7,195.24,1124.94,Betaald,0
2151,F2025-02151,7,133,2025-11-22,2026-01-06,5123.8,1076.0,6199.8,Betaald,0
2152,F2024-02152,9,145,2024-05-07,2024-06-06,1120.3,235.26,1355.56,Betaald,0
2153,F2024-02153,71,,2024-09-25,2024-11-24,1907.4,400.56,2307.96,Betaald,0
2154,F2024-02154,6,119,2024-10-27,2024-12-26,1589.25,333.73,1922.98,Betaald,0
2155,F2025-02155,35,35,2025-12-22,2026-02-20,1769.1,371.51,2140.61,Betaald,0
2156,F2024-02156,59,147,2024-10-13,2024-11-12,2156.7,452.9,2609.6,Betaald,0
2157,F2023-02157,13,,2023-10-11,2023-11-25,1299.8,272.95,1572.75,Betaald,0
2158,F2024-02158,21,,2024-06-27,2024-08-11,528.5,110.98,639.48,Betaald,0
2159,F2025-02159,50,95,2025-06-24,2025-07-24,74.2,15.58,89.78,Betaald,0
2160,F2025-02160,68,,2025-08-02,2025-09-16,820.5,172.31,992.81,Achterstallig,0
2161,F2026-02161,23,,2026-01-22,2026-02-05,1194.0,250.74,1444.74,Betaald,0
2162,F2024-02162,24,59,2024-03-17,2024-04-16,970.5,203.8,1174.3,Betaald,0
2163,F2025-02163,51,,2025-10-21,2025-11-04,234.25,49.19,283.44,Betaald,0
2164,F2025-02164,38,118,2025-03-03,2025-03-17,3399.6,713.91,4113.51,Achterstallig,0
2165,F2024-02165,65,120,2024-07-25,2024-08-08,101.15,21.24,122.39,Betaald,0
2166,F2025-02166,45,124,2025-04-07,2025-05-22,3219.85,676.17,3896.02,Betaald,0
2167,F2023-02167,3,,2023-02-19,2023-03-05,2377.2,499.21,2876.41,Betaald,0
2168,F2023-02168,58,48,2023-11-17,2024-01-16,112.0,23.52,135.52,Betaald,0
2169,F2024-02169,72,50,2024-03-10,2024-05-09,1186.75,249.22,1435.97,Achterstallig,0
2170,F2024-02170,59,,2024-01-14,2024-02-13,-6077.0,-1276.17,-7353.17,Gecrediteerd,1
2171,F2023-02171,25,124,2023-10-16,2023-11-30,776.1,162.98,939.08,Betaald,0
2172,F2024-02172,24,,2024-07-21,2024-08-20,3324.55,698.16,4022.71,Betaald,0
2173,F2024-02173,56,113,2024-12-06,2025-01-05,1192.8,250.49,1443.29,Betaald,0
2174,F2026-02174,79,89,2026-02-19,2026-04-05,1259.5,264.49,1523.99,Betaald,0
2175,F2025-02175,71,67,2025-08-14,2025-10-13,2550.1,535.51,3085.61,Betaald,0
2176,F2025-02176,9,,2025-12-08,2026-01-07,1643.0,345.03,1988.03,Achterstallig,0
2177,F2026-02177,53,98,2026-01-09,2026-02-23,1113.5,233.83,1347.33,Betaald,0
2178,F2024-02178,69,18,2024-08-29,2024-09-28,2662.5,559.13,3221.63,Betaald,0
2179,F2023-02179,17,60,2023-05-11,2023-05-25,3702.65,777.54,4480.19,Betaald,0
2180,F2025-02180,56,,2025-04-19,2025-05-19,52.0,10.92,62.92,Betaald,0
2181,F2025-02181,31,86,2025-04-29,2025-06-28,886.5,186.16,1072.66,Betaald,0
2182,F2023-02182,43,,2023-11-12,2023-11-26,2669.9,560.69,3230.59,Betaald,0
2183,F2025-02183,21,21,2025-08-06,2025-09-20,2004.85,421.01,2425.86,Achterstallig,0
2184,F2024-02184,41,64,2024-11-12,2024-12-27,1393.8,292.7,1686.5,Betaald,0
2185,F2024-02185,71,68,2024-05-08,2024-07-07,4531.0,951.52,5482.52,Betaald,0
2186,F2025-02186,41,37,2025-11-11,2025-12-26,1018.1,213.79,1231.89,Betaald,0
2187,F2026-02187,45,8,2026-02-28,2026-04-14,3104.5,651.94,3756.44,Betaald,0
2188,F2024-02188,52,145,2024-11-10,2024-11-24,687.85,144.45,832.3,Betaald,0
